status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: MANY maples are being attacked by verticillium wilt. Pin oaks in some areas are being disfigured by severe infestations of a mite-induced twig gall. London planes are succumbing to anthracnose, a disease to which they were once considered resistant. Add these problems to the loss of the American chestnut and the",https://www.nytimes.com/1990/02/25/nyregion/gardening-improving-the-odds-for-shade-trees.html,"LEAD: MANY maples are being attacked by verticillium wilt. Pin oaks in some areas are being disfigured by severe infestations of a mite-induced twig gall. London planes are succumbing to anthracnose, a disease to which they were once considered re...","LEAD: MANY maples are being attacked by verticillium wilt. Pin oaks in some areas are being disfigured by severe infestations of a mite-induced twig gall. London planes are succumbing to anthracnose, a disease to which they were once considered resistant. Add these problems to the loss of the American chestnut and the",12NJ,10,The New York Times,,,1990-02-25T05:00:00+0000,article,New Jersey Weekly Desk,New York,News,nyt://article/dd6893ac-8ac1-534f-824c-139c94b4e578,797,nyt://article/dd6893ac-8ac1-534f-824c-139c94b4e578,New Jersey,"GARDENING;

Improving the Odds for Shade Trees",NA,NA,"GARDENING;

Improving the Odds for Shade Trees",NA,NA,NA,By Carl Totemeier,,NA,358,170,42
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Insects live near us, with us and on us, innocuous roommates in our urban dwellings – a veritable natural history museum in our homes.",https://well.blogs.nytimes.com/2014/03/20/the-bugs-in-our-homes/,"Insects live near us, with us and on us, innocuous roommates in our urban dwellings – a veritable natural history museum in our homes.",We swat flies on our windowsills. Watch ants scramble for the crumbs on our kitchen counters. Bathe our pets to rid them of fleas. And all of us have crossed paths with the nasty cockroach. ,NA,NA,The New York Times,,,2014-03-20T04:01:36+0000,article,Science,Health,News,nyt://article/9ed9e03a-333e-5ae1-a788-c85f9fa20ec2,832,nyt://article/9ed9e03a-333e-5ae1-a788-c85f9fa20ec2,NA,The Bugs in Our Homes,Well,NA,NA,NA,NA,NA,By Nancy L. Brill,,NA,358,170,42
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"About 8,000 hippie-tinged campers have arrived in Routt National Forest in Colorado for annual Rainbow Family gathering; event, which began in 1972, has become national pilgrimage of flower empowered and spiritually engaged; forest is tinder dry and campfires are allowed only in approved pits; photos (M)",https://www.nytimes.com/2006/07/01/us/34-years-of-hippie-camps-now-in-tinderdry-woods.html,"About 8,000 hippie-tinged campers have arrived in Routt National Forest in Colorado for annual Rainbow Family gathering; event, which began in 1972, has become national pilgrimage of flower empowered and spiritually engaged; forest is tinder dry a...","HAHNS PEAK, Colo., June 30 - As many as 8,000 hippie-tinged campers arrived here this week in Routt National Forest for the annual Rainbow Family gathering",A,9,The New York Times,,,2006-07-01T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/e9db9ce2-1140-539d-9087-ff09c0f0a96a,933,nyt://article/e9db9ce2-1140-539d-9087-ff09c0f0a96a,NA,"34 Years of Hippie Camps, Now in Tinder-Dry Woods",NA,NA,"34 Years of Hippie Camps, Now in Tinder-Dry Woods",NA,NA,NA,By Kirk Johnson,,NA,358,170,42
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"TEN years ago, two botanists from the New York Botanical Garden eagerly hiked up a hill in Haiti to examine what would prove to be one of only seven known remaining specimens of Attalea crassispatha, a very rare palm tree. To the scientists, the palm, with its unusual flowers and soaring trunk, was a special, splendid thing. But to the farmer about to cut it down, it was blocking his plans to expand his sparse field of stunted corn stalks.     A polite discussion ensued, recalled Dr. Michael Balick, one of the botanists. With a Haitian colleague translating, he tried his best to persuade the farmer to change his mind. ''I talked about his children and grandchildren, about the global value of maintaining biological diversity,'' Dr. Balick explained. ''He said, 'But what value is it to me today?' ''  ",https://www.nytimes.com/1998/06/02/world/why-care-while-scientists-grope-for-practical-answers.html,,"TEN years ago, two botanists from the New York Botanical Garden eagerly hiked up a hill in Haiti to examine what would prove to be one of only seven known remaining specimens of Attalea crassispatha, a very rare palm tree. To the scientists, the palm, with its unusual flowers and soaring trunk, was a special, splendid thing. But to the farmer about to cut it down, it was blocking his plans to expand his sparse field of stunted corn stalks.",G,6,The New York Times,,,1998-06-02T05:00:00+0000,article,The Natural World,World,News,nyt://article/576abdcf-35d9-5695-a097-550697211ad0,1081,nyt://article/576abdcf-35d9-5695-a097-550697211ad0,NA,Why Care? While Scientists Grope for Practical Answers . .,NA,NA,Why Care? While Scientists Grope for Practical Answers . .,NA,NA,NA,By Andrew C. Revkin,,NA,358,170,42
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"We’re trying something new: California Today, a morning update for our California readers. Tell us what you’d like to see: CAtoday@nytimes.com",https://www.nytimes.com/2016/06/27/us/california-today-wildfires.html,"We’re trying something new: California Today, a morning update for our California readers. Tell us what you’d like to see: CAtoday@nytimes.com","Good morning, ",NA,NA,The New York Times,,,2016-06-27T12:51:29+0000,article,National,U.S.,briefing,nyt://article/96bb3833-13c2-54a4-9fb1-2ebb80dd0402,1041,nyt://article/96bb3833-13c2-54a4-9fb1-2ebb80dd0402,NA,"California Today: Wildfires, Earlier Than Ever",California Today,NA,NA,NA,NA,NA,By Ian Lovett,,NA,358,180,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Butternut trees across United States and Canada are dying at record pace from insidious Sirococcus clavigignenti-juglandacearum fungus; Dr Dale Bergdahl, retired University of Vermont forestry professor, studies butternut; identifies and protects resistent trees, which may provide key to stopping currently untreatable afflication; butternut trees in Vermont have been found to be almost 100 percent infected with fungus; photos (M)",https://www.nytimes.com/2006/11/28/science/earth/protecting-a-littleknown-tree-from-an-insidious-disease.html,"Butternut trees across United States and Canada are dying at record pace from insidious Sirococcus clavigignenti-juglandacearum fungus; Dr Dale Bergdahl, retired University of Vermont forestry professor, studies butternut; identifies and protects ...",Correction Appended,F,3,The New York Times,,,2006-11-28T05:00:00+0000,article,Science Desk,Health,News,nyt://article/0ee6f1eb-db13-5717-8e77-368d9481ab6e,939,nyt://article/0ee6f1eb-db13-5717-8e77-368d9481ab6e,NA,Protecting a Little-Known Tree From an Insidious Disease,NA,NA,Scientists Work to Protect a Little-Known Tree From an Insidious Disease,NA,NA,NA,By Murray Carpenter,,NA,358,180,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.," Growing Real Gherkins    Q. I've always made pickled gherkins from pickling cucumbers, carefully harvesting the baby ones while they were still very small and firm. Now, I've been told that ''real gherkins'' are actually a different vegetable. Is this true?    A. Real gherkins are really cool cucumbers, not a different vegetable but a different species. Standard slicers and picklers are both Cucumis sativus; gherkins are C. anguria. They're often called West India gherkins, a reference to their route here from Africa. They're also known as bur, or burr, gherkins, a very good description of the small, oval fruits, which are covered with soft spines. They have thin, pale green skin, lots of tiny seeds and an agreeable, distinctive flavor clearly related to that of cucumbers yet not exactly the same.  ",https://www.nytimes.com/1999/06/10/garden/garden-q-a.html,,Growing Real Gherkins,F,2,The New York Times,,,1999-06-10T05:00:00+0000,article,House & Home/Style Desk,Home & Garden,Question,nyt://article/684223a0-cd40-58ad-9de8-b6c3eeadb39b,761,nyt://article/684223a0-cd40-58ad-9de8-b6c3eeadb39b,NA,Garden Q. & A.,NA,NA,Garden Q. & A.,NA,NA,NA,By Leslie Land,,NA,358,180,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,A division of the U.S. Forest Service is studying fire behavior as the blazes in the West become hotter and spread faster than ever before. ,https://www.nytimes.com/2018/08/13/science/wildfires-physics.html,A division of the U.S. Forest Service is studying fire behavior as the blazes in the West become hotter and spread faster than ever before. ,,D,1,The New York Times,,,2018-08-13T19:50:41+0000,article,Science,Science,News,nyt://article/41421d38-3309-5b82-be78-e279ab7ff4a0,1469,nyt://article/41421d38-3309-5b82-be78-e279ab7ff4a0,NA,Fierce and Unpredictable: How Wildfires Became Infernos,NA,NA,Explorations in Inferno Physics,NA,NA,NA,By Jim Robbins,,NA,358,180,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Wednesday: The death of San Francisco’s mayor, California’s failing dams, wildfires, the Go-Go’s and the state Hall of Fame",https://www.nytimes.com/2017/12/13/us/california-today-a-mayor-for-a-city-in-transition.html,"Wednesday: The death of San Francisco’s mayor, California’s failing dams, wildfires, the Go-Go’s and the state Hall of Fame",(Want to get California Today by email? Here’s the sign-up.),NA,NA,The New York Times,,,2017-12-13T13:52:55+0000,article,National,U.S.,briefing,nyt://article/9393eda7-1f20-50d2-a1b7-3cb9ef93f6b0,1080,nyt://article/9393eda7-1f20-50d2-a1b7-3cb9ef93f6b0,NA,California Today: A Mayor for a City in Transition,California Today,NA,NA,NA,NA,NA,By Adam Nagourney and Thomas Fuller,,NA,358,180,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,A long-held belief that Super Bowl commercials should be kept hush-hush until they run is giving way to a philosophy of teasing content in advance.,https://www.nytimes.com/2012/01/24/business/media/marketers-tease-super-bowl-commercials.html,A long-held belief that Super Bowl commercials should be kept hush-hush until they run is giving way to a philosophy of teasing content in advance.,"IT was only four years ago that the New York Giants and the New England Patriots last played in the Super Bowl. But the behavior of Super Bowl sponsors has changed significantly since then, reflecting the surging popularity of social media.",B,2,The New York Times,,,2012-01-24T05:01:13+0000,article,Business,Business Day,News,nyt://article/4386a8ec-aa32-5ba1-968c-04e8f98334bc,984,nyt://article/4386a8ec-aa32-5ba1-968c-04e8f98334bc,Media,The Pregame Show (of Commercials) Begins,Advertising,NA,The Pregame Show (of Commercials) Begins,NA,NA,NA,By Stuart Elliott,,NA,358,180,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Small millipede species found in Florida can thwart an ant attacker by swiping it with bristles that detach from its rear end and lock onto the antennae, mouthparts and legs of the ant, entangling and sometimes killing it; photo (M)",https://www.nytimes.com/1997/02/25/science/a-long-secret-weapon-of-millipede-is-unveiled.html,"Small millipede species found in Florida can thwart an ant attacker by swiping it with bristles that detach from its rear end and lock onto the antennae, mouthparts and legs of the ant, entangling and sometimes killing it; photo (M)","MILLIPEDES and centipedes are the many-segmented and multilegged animals that live in rotting logs, but there is a huge difference in their strategies for survival. Centipedes are fast-moving carnivores with venom-filled jaws for killing insects, earthworms and other small prey, while the slower millipedes feed on decaying plant matter and have evolved passive defenses against insects, their chief enemies. Most millipedes, when alarmed, curl up like watch springs with their soft undersides hidden and their heads at the center of the spiral. If attacked, they emit toxic compounds like cyanide from glands on each body segment.",C,6,The New York Times,,,1997-02-25T05:00:00+0000,article,Science Desk,Science,News,nyt://article/25b9ddfe-1ace-5574-aa2a-2de3a89bb53e,563,nyt://article/25b9ddfe-1ace-5574-aa2a-2de3a89bb53e,NA,A Long-Secret Weapon Of Millipede Is Unveiled,NA,NA,A Long-Secret Weapon Of Millipede Is Unveiled,NA,NA,NA,By Les Line,,NA,358,180,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Louis Sorkin, a bedbug expert, spoke about the growing problem with the blood-sucking creature in New York City.",https://www.nytimes.com/2009/02/22/nyregion/thecity/22bedb.html,"Louis Sorkin, a bedbug expert, spoke about the growing problem with the blood-sucking creature in New York City.","LOUIS SORKIN has been an entomologist at the American Museum of Natural History since 1978, and he is an expert in that most reviled blood-sucking creature, the bed bug. As bed-bug complaints in the city have skyrocketed in recent years  calls to 311 rose 34 percent, to 9,213, in the past fiscal year  New Yorkers have flocked to him for advice. ",CY,6,The New York Times,,,2009-02-21T00:28:49+0000,article,CityWeekly,New York,News,nyt://article/15ea763b-373c-5db5-8531-eda11b46544f,909,nyt://article/15ea763b-373c-5db5-8531-eda11b46544f,The City,The Man Who Lets the Bedbugs Bite,The Voice,NA,The Man Who Lets the Bed Bugs Bite,NA,NA,NA,By Saki Knafo,,NA,358,180,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The Japanese call them “juhyo,” or ice monsters, and armies of these abominable snowmen once spread across the country’s northern mountains. But they are at risk because of warming temperatures.",https://www.nytimes.com/2019/03/14/world/asia/japan-juhyo-snow-monsters-climate-change.html,"The Japanese call them “juhyo,” or ice monsters, and armies of these abominable snowmen once spread across the country’s northern mountains. But they are at risk because of warming temperatures.","ZAO ONSEN, Japan — Ashley Huang had seen the pictures on the internet, and they were mesmerizing: huge, Godzilla-like creatures, naturally formed by snow and ice, encasing conifer trees spread across a mountainous landscape in northern Japan.",A,4,The New York Times,,,2019-03-14T09:00:11+0000,article,Foreign,World,News,nyt://article/7d334fe0-8c77-5b56-9e21-5373a0625ca5,1064,nyt://article/7d334fe0-8c77-5b56-9e21-5373a0625ca5,Asia Pacific,"Japan’s Enchanting Ice Monsters, Claimed by Climate Change",Japan Dispatch,NA,Giant Snow Monsters That May Soon Be Dinosaurs,NA,NA,NA,By Motoko Rich,,NA,358,180,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,A spokesman for the agency’s administrator said he would consider replacing the academic scientists with representatives from industries the agency is supposed to regulate.,https://www.nytimes.com/2017/05/07/us/politics/epa-dismisses-members-of-major-scientific-review-board.html,A spokesman for the agency’s administrator said he would consider replacing the academic scientists with representatives from industries the agency is supposed to regulate.,"WASHINGTON — The Environmental Protection Agency has dismissed at least five members of a major scientific review board, the latest signal of what critics call a campaign by the Trump administration to shrink the agency’s regulatory reach by reducing the role of academic research.",A,1,The New York Times,,,2017-05-08T01:19:56+0000,article,National,U.S.,News,nyt://article/4899f837-8ab6-55a4-8359-cc2d27aa227e,1048,nyt://article/4899f837-8ab6-55a4-8359-cc2d27aa227e,Politics,E.P.A. Dismisses Members of Major Scientific Review Board,NA,NA,E.P.A. Widens An Open Door For Businesses,NA,NA,NA,By Coral Davenport,,NA,358,180,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,NEW YORK.,https://www.nytimes.com/2005/05/17/nyregion/new-york-and-new-jersey.html,NEW YORK.,NEW YORK,NA,NA,The New York Times,,,2005-05-17T05:00:00+0000,article,New York Region,New York,News,nyt://article/a392a53a-e5ab-5a7a-8729-248c633c19d5,921,nyt://article/a392a53a-e5ab-5a7a-8729-248c633c19d5,NA,New York and New Jersey,Metro Briefing,NA,New York and New Jersey,NA,NA,NA,NA,,NA,358,190,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,A precise definition of behavior? Even experts don’t agree.,https://www.nytimes.com/2009/07/21/science/21angier.html,A precise definition of behavior? Even experts don’t agree.,"Certain things should never be taken for granted, among them your spouse, your mother, the United States Constitution, and the precise meaning of words that are at the heart of your profession.",D,1,The New York Times,,,2009-07-20T20:01:52+0000,article,Science,Science,News,nyt://article/f43f31bc-3227-50b4-ad9c-9b9228b35fd4,1140,nyt://article/f43f31bc-3227-50b4-ad9c-9b9228b35fd4,NA,When ‘What Animals Do’ Doesn’t Seem to Cover It,Basics,NA,When ‘What Animals Do’ Doesn’t Seem to Cover It,NA,NA,NA,By Natalie Angier,,NA,358,190,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  After the warmest winter on record and one of the driest springs in a century, the West is bracing for a long season of forest fires that could strain the limits of firefighters and force changes in the way public woodlands are managed.   The normally wet Pacific Northwest received only a trace of snow in the mountains this past winter, leaving the heavily forested slopes of the Cascade Mountains bone-dry by early June. Temperatures above 100 degrees last month have dried out mountain streams and drained moisture from all but the highest of alpine forests.",https://www.nytimes.com/1992/07/06/us/fire-threat-in-west-is-the-worst-in-years.html,,"After the warmest winter on record and one of the driest springs in a century, the West is bracing for a long season of forest fires that could strain the limits of firefighters and force changes in the way public woodlands are managed.",A,9,The New York Times,,,1992-07-06T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/9ac896df-95df-5140-824c-014bb76a7525,976,nyt://article/9ac896df-95df-5140-824c-014bb76a7525,NA,Fire Threat in West Is the Worst in Years,NA,NA,Fire Threat in West Is the Worst in Years,NA,NA,NA,By Timothy Egan,,NA,358,190,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Firefighters, aided by wet weather and light winds, seem to gain control of Southern California's wild fires; officials warn of threat of mudslides on fire denuded hillsides that could delay return of thousands of evacuees to their homes; numerous San Bernardino Mountains communities remain without power; maps (M)",https://www.nytimes.com/2003/11/01/us/california-firefighters-gain-control-with-weather-s-aid.html,"Firefighters, aided by wet weather and light winds, seem to gain control of Southern California's wild fires; officials warn of threat of mudslides on fire denuded hillsides that could delay return of thousands of evacuees to their homes; numerous...","Aided by wet weather and light winds, firefighters appeared to get the upper hand on Southern California's wildfires on Friday, at least for the day.",A,10,The New York Times,,,2003-11-01T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/9db9ded0-64cd-5588-b561-9243d0238614,1020,nyt://article/9db9ded0-64cd-5588-b561-9243d0238614,NA,"California Firefighters Gain Control, With Weather's Aid",NA,NA,"California Firefighters Gain Control, With Weather's Aid",NA,NA,NA,By John M. Broder,,NA,358,190,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Cornell University agricultural experts and others worry that the emerald ash borer has the potential to kill ash trees throughout North America.,https://www.nytimes.com/2010/09/06/nyregion/06towns.html,Cornell University agricultural experts and others worry that the emerald ash borer has the potential to kill ash trees throughout North America.,"ACRA, N.Y.",A,15,The New York Times,,,2010-09-05T22:32:15+0000,article,Metro,New York,News,nyt://article/4ec082c5-f6df-5e55-9918-4e4002bcc873,792,nyt://article/4ec082c5-f6df-5e55-9918-4e4002bcc873,NA,Bedbugs? Other Strange Invaders Threaten Much Wider Damage,Our Towns,NA,Bedbugs? Other Strange Invaders Threaten Much Wider Damage,NA,NA,NA,By Peter Applebome,,NA,358,190,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Editorial comment by Verlyn Klinkenborg on his sadness watching his century-old honey locust tree, badly decayed, being cut down (The Rural Life) (M)",https://www.nytimes.com/2004/04/09/opinion/the-rural-life-hole-in-the-sky.html,"Editorial comment by Verlyn Klinkenborg on his sadness watching his century-old honey locust tree, badly decayed, being cut down (The Rural Life) (M)","Until a few days ago, the biggest tree on our farm was a century-old honey locust that stood at the edge of an embankment overlooking the lower pasture. There are other big trees on this place -- hemlocks and hickories and one old sugar maple that looks like something out of ''The Faerie Queene.'' But a few years ago the honey locust began dropping major limbs after wind storms, and with each limb it dropped it seemed to reach higher and higher into the sky. What kept it standing I don't know. The core of the trunk had decayed into brick-red frass. The tree leaned into the northeast, where the worst of our storms begin, and perhaps that made a difference. In the end, it was only the strength of the wood itself, a kind of cellular will.",A,18,The New York Times,,,2004-04-09T05:00:00+0000,article,Editorial Desk,Opinion,Editorial,nyt://article/fa8848f6-cce4-504a-8e4a-c38d2da36d8f,591,nyt://article/fa8848f6-cce4-504a-8e4a-c38d2da36d8f,NA,The Rural Life; Hole in the Sky,NA,NA,The Rural Life; Hole in the Sky,NA,NA,NA,By Verlyn Klinkenborg,,NA,358,190,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Roger W Holloway, Atlanta-based coB",https://www.nytimes.com/2002/07/11/garden/the-star-of-elm-street-stages-a-comeback.html,"Roger W Holloway, Atlanta-based coB","ROGER W. HOLLOWAY approaches elm trees with a proselytizer's prose and a planter's gentle hand. His green thumb comes from the five generations of gardeners in his family who have run the Michler Florist and Greenhouse in Lexington, Ky., where he was born. His reverence for trees was instilled in him when his family moved to Ontario in the 1960's to run a tobacco farm. That was when he first saw elms disappear.",F,4,The New York Times,,,2002-07-11T05:00:00+0000,article,House & Home/Style Desk,Home & Garden,News,nyt://article/cdef7c30-5225-5c98-b301-dc7234c026a5,1090,nyt://article/cdef7c30-5225-5c98-b301-dc7234c026a5,NA,The Star of Elm Street Stages a Comeback,NA,NA,The Star of Elm Street Stages a Comeback,NA,NA,NA,By Anthony Depalma,,NA,358,190,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Copper Beech Farm in Greenwich, on the market for $190 million, has been yoked, through its loans and through its owner, to a tale of the American West.",https://www.nytimes.com/2013/07/16/nyregion/a-connecticut-estate-yoked-to-a-tale-of-the-american-west.html,"Copper Beech Farm in Greenwich, on the market for $190 million, has been yoked, through its loans and through its owner, to a tale of the American West.","In Greenwich, Conn., there sits an estate with an 1,800-foot driveway, 15,000 square feet of living space, 50 acres of waterfront land and a $190 million price tag. When it hit the market in May, it was proclaimed the most expensive home ever formally listed in the country, and an extraordinary monument to magnitude.",A,19,The New York Times,,,2013-07-15T15:12:45+0000,article,Metro,New York,News,nyt://article/996cf7c3-ee06-5b37-b8b8-7a63087f3589,1251,nyt://article/996cf7c3-ee06-5b37-b8b8-7a63087f3589,NA,"Burdened Estate Bears Monumental Price Tag, and Many Mortgages",NA,NA,"Burdened Estate Bears Monumental Price Tag, And Many Mortgages",NA,NA,NA,By Elizabeth A. Harris,,NA,358,190,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Colorado officials say a long-disputed national rule is a poor fit for the state’s wilderness, so they have proposed an alternative, angering conservationists.",https://www.nytimes.com/2012/02/06/us/colorado-seeks-own-roadless-rule-for-national-forests.html,"Colorado officials say a long-disputed national rule is a poor fit for the state’s wilderness, so they have proposed an alternative, angering conservationists.","DENVER — A road into the piney woods can be fraught with consequences. That was the premise, more than a decade ago, behind a Clinton administration rule that restricted road building on millions of acres of national forests in the West. The so-called roadless rule, fought over in court from the start, was validated last year by a federal appeals panel, setting off a wave of euphoria among supporters and consternation among critics.",A,12,The New York Times,,,2012-02-06T02:11:14+0000,article,National,U.S.,News,nyt://article/1d6463e7-a4d9-5607-826a-2a4088547b97,1208,nyt://article/1d6463e7-a4d9-5607-826a-2a4088547b97,NA,State Goes Its Own Way to Regulate Forest Roads,NA,NA,State Goes Its Own Way To Regulate Forest Roads,NA,NA,NA,By Kirk Johnson,,NA,358,190,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Trees, natural carbon sponges, help keep heat-trapping carbon dioxide out of the atmosphere. But insect and human threats are taking a heavy toll on them.",https://www.nytimes.com/2011/10/01/science/earth/01forest.html,"Trees, natural carbon sponges, help keep heat-trapping carbon dioxide out of the atmosphere. But insect and human threats are taking a heavy toll on them.","WISE RIVER, Mont. — The trees spanning many of the mountainsides of western Montana glow an earthy red, like a broadleaf forest at the beginning of autumn.",A,1,The New York Times,,,2011-10-01T04:43:18+0000,article,National,Science,News,nyt://article/b2aec646-3498-565a-970e-bb7efc9a8d2c,4144,nyt://article/b2aec646-3498-565a-970e-bb7efc9a8d2c,Environment,"With Deaths of Forests, a Loss of Key Climate Protectors",Temperature Rising,NA,The Threats to a Crucial Canopy,NA,NA,NA,By Justin Gillis,,NA,358,190,20
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Jessica Hilltout’s photos show football in Africa at the grass-roots, village level.",https://www.nytimes.com/2010/07/08/arts/design/08photos.html,"Jessica Hilltout’s photos show football in Africa at the grass-roots, village level.","CAPE TOWN  Jessica Hilltout, a nomadic, Belgian-born photographer, loaded sacks of deflated soccer balls onto the roof of a battered yellow Volkswagen Beetle last year and began a seven-month road trip across Africa to document the continent’s love of the game. She found it in villages where children played with joyous abandon on dusty patches of ground, sandy beaches and lush fields, far from the stadiums where Africa’s first World Cup would be held.",C,1,The New York Times,,,2010-07-07T22:02:17+0000,article,Culture,Arts,News,nyt://article/f39168ac-3376-582b-bbb8-1772d555337d,895,nyt://article/f39168ac-3376-582b-bbb8-1772d555337d,Art & Design,"To Those With Nothing, Soccer Is Everything",NA,NA,"To Those With Nothing, Soccer Is Everything",NA,NA,NA,By Celia W. Dugger,,NA,358,200,50
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: CONNECTICUT communities are joining a nationwide effort to bring elm trees back to their streets and parks. Most of the American elms that once graced the greens of the state's towns were wiped out decades ago by Dutch elm disease. But now, a nonprofit institute, led by a former Connecticut resident, is distributing disease-resistant elm saplings that can grow to provide beauty and shade in decades to come.",https://www.nytimes.com/1990/05/06/nyregion/elm-saplings-promise-a-green-future.html,,"CONNECTICUT communities are joining a nationwide effort to bring elm trees back to their streets and parks. Most of the American elms that once graced the greens of the state's towns were wiped out decades ago by Dutch elm disease. But now, a nonprofit institute, led by a former Connecticut resident, is distributing disease-resistant elm saplings that can grow to provide beauty and shade in decades to come.",CN,12,The New York Times,,,1990-05-06T05:00:00+0000,article,Connecticut Weekly Desk,New York,News,nyt://article/b480f204-e70b-5512-9137-3f417227e92b,1135,nyt://article/b480f204-e70b-5512-9137-3f417227e92b,NA,Elm Saplings Promise a Green Future,NA,NA,Elm Saplings Promise a Green Future,NA,NA,NA,By Carolyn Battista,,NA,358,200,50
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Wind-driven wildfire roars through 4,000 acres in Coronado National Forest north of Tucson, destroying as many as 200 homes and businesses in moutain town of Summerhaven; photo; map; fire more than doubles in size in few hours, fed by bone-dry brush and trees on Mount Lemmon, at 8,200 feet; firefighters are pulled out; also searing Tucson horizon are fires to east in Rincon Mountains in part of Saguaro National Park, and to north in Picacho (M)",https://www.nytimes.com/2003/06/20/us/wildfire-destroys-homes-in-arizona-mountain-town.html,"Wind-driven wildfire roars through 4,000 acres in Coronado National Forest north of Tucson, destroying as many as 200 homes and businesses in moutain town of Summerhaven; photo; map; fire more than doubles in size in few hours, fed by bone-dry bru...","A wind-driven wildfire roared through 4,000 acres in the upper reaches of the Coronado National Forest today and destroyed as many as 200 homes, businesses and other structures in the mountain town of Summerhaven, fire officials said. Dozens of firefighters had to flee for their own safety.",A,14,The New York Times,,,2003-06-20T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/5ee28fdd-0bb1-5b52-97fe-6bae51cdaf37,1130,nyt://article/5ee28fdd-0bb1-5b52-97fe-6bae51cdaf37,NA,Wildfire Destroys Homes in Arizona Mountain Town,NA,NA,Wildfire Destroys Homes in Arizona Mountain Town,NA,NA,NA,By Nick Madigan,,NA,358,200,50
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Residents who lost homes to wildfires in San Bernardino County, Calif, in 2003 fault utility companies and firefighters for excessive damage or inadequate rescue efforts, and complain state and local government regulations may hinder rebuilding; community groups are forming to help people adjust and recover from losses; photo (M)",https://www.nytimes.com/2004/01/11/us/in-aftermath-of-wildfires-many-fault-firefighters-or-bureaucracy.html,"Residents who lost homes to wildfires in San Bernardino County, Calif, in 2003 fault utility companies and firefighters for excessive damage or inadequate rescue efforts, and complain state and local government regulations may hinder rebuilding; c...","They used to call Dick Pretzinger the land baron of Hook Creek. For 43 years, he made his home in the canyon the creek flows through, raising his children and horses under towering pines to the sound of a rippling stream.",1,14,The New York Times,,,2004-01-11T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/c3e367f7-56f1-5c90-9130-357ec6ee0a54,1296,nyt://article/c3e367f7-56f1-5c90-9130-357ec6ee0a54,NA,"In Aftermath of Wildfires, Many Fault Firefighters or Bureaucracy",NA,NA,"In Aftermath of Wildfires, Many Fault Firefighters or Bureaucracy",NA,NA,NA,By Nick Madigan,,NA,358,200,50
